genotype,mean_BLUP,b,s2d,r2,p_slope,reliable,trait,b_class
L088,3.133457272,-0.137234028,0.116479126,0.01382899,0.882403273,TRUE,lodging,Stable
L089,2.943260849,0.431732097,0.001816163,0.898999639,0.051844085,TRUE,lodging,Stable
L090,3.568722916,1.396300505,0.144756441,0.538768141,0.26599173,TRUE,lodging,Responsive
L091,2.75800832,0.957211946,0.000773445,0.990360731,0.004831305,TRUE,lodging,Average
L092,3.560334544,1.104971123,0.02976918,0.780562843,0.116505324,TRUE,lodging,Average
L093,1.991409111,1.626083972,0.266432514,0.462573362,0.31987254,TRUE,lodging,Responsive
L094,2.599245937,1.529863942,0.223340462,0.476129371,0.309978717,TRUE,lodging,Responsive
L095,3.101870107,1.563165623,0.036126393,0.854356524,0.075685917,TRUE,lodging,Responsive
L096,3.554951649,2.110989221,0.137749997,0.737237105,0.141374875,TRUE,lodging,Responsive
L097,2.168972033,2.032017251,0.014041542,0.962269377,0.0190467,TRUE,lodging,Responsive
L098,3.12989295,2.103332991,0.053691348,0.877243206,0.063387377,TRUE,lodging,Responsive
L099,3.563428933,1.67629478,0.205108819,0.54299745,0.263116393,TRUE,lodging,Responsive
L100,3.483638253,2.265070462,0.246687645,0.64333609,0.197917654,TRUE,lodging,Responsive
CL1,1052.763167,1.048378712,6990.932242,0.983505354,0.008281616,TRUE,YLD,Average
CL2,769.6481203,1.121678515,1918.987183,0.995994472,0.002004774,TRUE,YLD,Average
CL3,1028.456437,1.087731029,1573.065532,0.996506574,0.001748241,TRUE,YLD,Average
Extra,1083.631662,1.116552942,824.5855269,0.998259044,0.000870857,TRUE,YLD,Average
L001,882.0174002,0.94516829,589.0584862,0.998264385,0.000868184,TRUE,YLD,Average
L002,965.9866957,0.797853346,5429.459798,0.97800524,0.011058525,TRUE,YLD,Stable
L003,1186.876527,1.034559701,189.6516503,0.999533007,0.000233524,TRUE,YLD,Average
L004,1046.734275,0.702927801,17212.57464,0.915874452,0.042986702,TRUE,YLD,Stable
L005,1025.988051,1.127277326,2488.105553,0.994863841,0.002571386,TRUE,YLD,Average
L006,1193.265958,1.116755935,1130.658413,0.997615235,0.001193094,TRUE,YLD,Average
L007,1148.684075,1.162253157,28.91455975,0.999943564,2.82185244526622e-05,TRUE,YLD,Average
L008,1001.421188,0.987031382,2301.719617,0.993808997,0.003100307,TRUE,YLD,Average
L009,819.3547856,0.721889659,2682.263215,0.986610236,0.006717444,TRUE,YLD,Stable
L010,725.8673583,0.865844828,1298.966303,0.995452154,0.002276514,TRUE,YLD,Average
L011,1039.290905,1.066977938,2078.377682,0.995209337,0.002398207,TRUE,YLD,Average
L012,931.0519181,1.045002124,26201.49899,0.940499847,0.030206287,TRUE,YLD,Average
L013,1245.873281,1.164197003,180.4583338,0.999649055,0.000175488,TRUE,YLD,Average
L014,1051.584634,0.925861328,245.5923517,0.999245147,0.000377498,TRUE,YLD,Average
L015,931.5309913,0.823200176,6062.237967,0.976955649,0.011589332,TRUE,YLD,Average
L016,1000.407828,1.136332721,537.8997919,0.998902812,0.000548745,TRUE,YLD,Average
L017,1128.302775,1.114442805,1700.082141,0.996403689,0.001799775,TRUE,YLD,Average
L018,1051.810851,1.074101629,19569.28365,0.95718956,0.021639351,TRUE,YLD,Average
L019,929.5831409,1.338168626,2488.228522,0.996349538,0.0018269,TRUE,YLD,Responsive
L020,976.1414339,1.177803873,8243.338611,0.984573308,0.007743325,TRUE,YLD,Average
L021,1087.76452,1.178808422,3204.661109,0.993955918,0.003026621,TRUE,YLD,Average
L022,959.3289008,1.153985235,3400.237918,0.993312523,0.003349347,TRUE,YLD,Average
L023,897.2430768,1.034898007,1833.415232,0.995506576,0.002249242,TRUE,YLD,Average
L024,889.8512864,1.136873024,4025.170269,0.991855279,0.004080686,TRUE,YLD,Average
L025,928.3107737,0.894828045,8386.345167,0.973126127,0.013528446,TRUE,YLD,Average
L026,1046.053899,1.200965783,2439.412393,0.995560244,0.002222347,TRUE,YLD,Responsive
L027,957.7444268,0.98054896,3812.67146,0.989652366,0.005187271,TRUE,YLD,Average
L028,882.0411688,0.925876543,40.0226739,0.999876912,6.1545656860232e-05,TRUE,YLD,Average
L029,970.1288909,0.847907904,1175.720817,0.995706556,0.002149031,TRUE,YLD,Average
L030,875.7430143,1.005005994,23752.29618,0.941613994,0.029632031,TRUE,YLD,Average
L031,1015.457799,1.007516391,11999.18386,0.96977367,0.015229128,TRUE,YLD,Average
L032,818.0698244,0.697136117,10344.34257,0.946860056,0.026932656,TRUE,YLD,Stable
L033,870.5605581,1.189951965,907.768156,0.998312475,0.000844119,TRUE,YLD,Average
L034,660.8887891,0.801085465,16787.91938,0.935473484,0.032801218,TRUE,YLD,Average
L035,1095.896276,1.088146895,1907.646442,0.995769912,0.002117285,TRUE,YLD,Average
L036,861.1462693,0.806337664,9467.709984,0.963024344,0.018661962,TRUE,YLD,Average
L037,935.6001002,0.946708083,11133.98665,0.968283262,0.015986147,TRUE,YLD,Average
L038,807.8341164,1.065333048,2743.959136,0.993665467,0.003172298,TRUE,YLD,Average
L039,945.4575894,0.708400935,20.1830364,0.999893965,5.30189693073474e-05,TRUE,YLD,Stable
L040,1034.087786,1.078296676,3751.984435,0.991563302,0.004227284,TRUE,YLD,Average
L041,1000.241959,1.08376135,3941.503106,0.99122926,0.004395028,TRUE,YLD,Average
L042,1029.679641,1.165754379,1704.761362,0.996703273,0.001649724,TRUE,YLD,Average
L043,1098.895628,1.060745518,1774.736529,0.995858319,0.002072989,TRUE,YLD,Average
L044,890.0115836,1.036485094,646.1622336,0.998416585,0.000792021,TRUE,YLD,Average
L045,985.4713271,0.987399726,1770.246213,0.995235241,0.002385224,TRUE,YLD,Average
L046,1083.783779,1.015595044,6682.371507,0.983204198,0.008433463,TRUE,YLD,Average
L047,947.9476121,0.863635463,2248.648876,0.992113404,0.003951104,TRUE,YLD,Average
L048,1083.352057,0.961225341,2695.575906,0.992366202,0.003824211,TRUE,YLD,Average
L049,1053.303981,1.172539745,1656.15361,0.996833819,0.001584346,TRUE,YLD,Average
L050,1105.97924,0.996840973,692.5234021,0.998165774,0.000917534,TRUE,YLD,Average
L051,990.2280475,1.179795057,9445.185296,0.982422258,0.008827837,TRUE,YLD,Average
L052,1040.180963,0.804041836,11703.11145,0.95444235,0.023044346,TRUE,YLD,Average
L053,892.8703934,1.039258118,2663.762382,0.99353898,0.003235745,TRUE,YLD,Average
L054,897.2782645,0.961030591,5815.051303,0.983669633,0.008198794,TRUE,YLD,Average
L055,800.3331458,0.893183528,1530.406187,0.994967293,0.002519528,TRUE,YLD,Average
L056,748.7643228,0.87903473,1743.154664,0.994086893,0.002960937,TRUE,YLD,Average
L057,932.6450069,1.185330905,8271.839629,0.984713767,0.00767255,TRUE,YLD,Average
L058,589.1952565,0.880052179,12145.46202,0.960292873,0.020054658,TRUE,YLD,Average
L059,816.3712902,0.994087881,3567.639778,0.990570592,0.004725871,TRUE,YLD,Average
L060,944.9457444,1.167128346,3896.837404,0.992513496,0.003750284,TRUE,YLD,Average
L061,1027.251277,1.187589038,8392.785644,0.984551729,0.007754199,TRUE,YLD,Average
L062,996.0905758,1.124857493,910.639828,0.998105931,0.000947483,TRUE,YLD,Average
L063,946.933223,1.105530088,3441.02657,0.992631106,0.00369126,TRUE,YLD,Average
L064,845.5323378,0.873676191,8450.877036,0.971635717,0.01428416,TRUE,YLD,Average
L065,1101.748677,1.163738611,1458.229079,0.997168926,0.00141654,TRUE,YLD,Average
L066,846.2133024,1.081616262,7600.28222,0.983158743,0.008456384,TRUE,YLD,Average
L067,766.5683318,0.96991081,5362.873146,0.985191128,0.007432054,TRUE,YLD,Average
L068,998.1909526,1.021841607,365.8709078,0.999076946,0.000461634,TRUE,YLD,Average
L069,950.4189038,1.01035816,362.1294536,0.99906551,0.000467354,TRUE,YLD,Average
L070,951.9486541,1.204284552,321.3648591,0.999416079,0.000292003,TRUE,YLD,Responsive
L071,668.5084984,0.926555084,2961.510345,0.990986241,0.004517082,TRUE,YLD,Average
L072,788.1288013,1.008764414,1598.921105,0.995874092,0.002065086,TRUE,YLD,Average
L073,662.2481683,0.838791006,56.51072234,0.999788262,0.000105875,TRUE,YLD,Average
L074,672.7211928,0.685698181,4478.517458,0.975500163,0.012325882,TRUE,YLD,Stable
L075,680.2282244,1.00508835,7656.810899,0.980406448,0.00984524,TRUE,YLD,Average
L076,877.3792413,1.047092721,1403.550096,0.996635955,0.001683439,TRUE,YLD,Average
L077,1082.700661,0.9812542,2359.696343,0.993579582,0.003215378,TRUE,YLD,Average
L078,783.951493,1.184215633,3456.38015,0.993543246,0.003233605,TRUE,YLD,Average
L079,694.9555288,0.701112642,1375.133578,0.99267774,0.003667857,TRUE,YLD,Stable
L080,851.7066618,1.096853964,13.50966302,0.999970393,1.48038550065891e-05,TRUE,YLD,Average
L081,767.2885018,1.05101815,1368.882363,0.996743159,0.001629748,TRUE,YLD,Average
L082,737.5453459,0.72793083,553.7303288,0.997252165,0.001374863,TRUE,YLD,Stable
L083,971.1023051,1.002365294,4210.544367,0.98907098,0.005479523,TRUE,YLD,Average
L084,944.7315578,0.853862582,19669.05887,0.933590301,0.033775233,TRUE,YLD,Average
L085,1032.402402,0.974446883,41931.89887,0.895705589,0.053582762,TRUE,YLD,Average
L086,689.7900986,0.7587319,2738.632499,0.987611724,0.006213441,TRUE,YLD,Stable
L087,998.7114236,0.735978473,1313.180627,0.993648234,0.003180942,TRUE,YLD,Stable
L088,764.9728461,0.934082884,89.30379959,0.999730195,0.000134911,TRUE,YLD,Average
L089,750.9127056,0.729208302,6855.667072,0.967122736,0.016576014,TRUE,YLD,Stable
L090,808.4293403,0.892293538,1704.854484,0.994385717,0.002811092,TRUE,YLD,Average
L091,1052.373106,1.118362336,9067.460903,0.981242941,0.009422925,TRUE,YLD,Average
L092,852.7631465,0.957474402,475.7770881,0.998633458,0.000683504,TRUE,YLD,Average
L093,1053.58214,1.005363213,202.2443838,0.999472686,0.000263692,TRUE,YLD,Average
L094,1051.213328,1.029583987,1261.489118,0.996871999,0.001565226,TRUE,YLD,Average
L095,963.3109932,1.14775265,2455.27355,0.995109629,0.002448182,TRUE,YLD,Average
L096,770.5168633,0.963390711,2960.863823,0.991658518,0.004179475,TRUE,YLD,Average
L097,1077.118801,1.133833015,926.3260456,0.998103692,0.000948604,TRUE,YLD,Average
L098,1168.833813,1.134801994,161.549416,0.999669334,0.000165347,TRUE,YLD,Average
L099,762.8363676,0.887862719,3854.883388,0.987270153,0.006385309,TRUE,YLD,Average
L100,805.7778186,0.965299327,18.4676926,0.999947744,2.61281810716353e-05,TRUE,YLD,Average
CL1,24.58020242,1.069219497,0.307709258,0.740755229,0.139328618,TRUE,PRT,Average
CL2,24.75968702,1.408342009,0.047907057,0.969550368,0.015342512,TRUE,PRT,Responsive
CL3,25.1420372,0.368991734,0.599422947,0.148712569,0.614367313,TRUE,PRT,Stable
Extra,24.67565856,0.946767476,0.466982628,0.596162206,0.22788459,TRUE,PRT,Average
L001,25.42816456,1.327670708,0.078179376,0.945475678,0.027644264,TRUE,PRT,Responsive
L002,23.75519201,1.263206674,0.014280167,0.988497598,0.005767835,TRUE,PRT,Responsive
L003,25.18959491,0.896779894,0.053834603,0.919929457,0.040870469,TRUE,PRT,Average
L004,23.21697491,1.813227301,1.811458464,0.582616589,0.236706748,TRUE,PRT,Responsive
L005,24.37481049,0.439310746,0.197632386,0.428907444,0.345089744,TRUE,PRT,Stable
L006,25.0888962,0.566474769,0.523141052,0.320537766,0.433839452,TRUE,PRT,Stable
L007,23.84929,0.963019578,0.210293897,0.772296802,0.121195811,TRUE,PRT,Average
L008,23.70528909,0.825026158,0.168886312,0.756076683,0.130473299,TRUE,PRT,Average
L009,26.99731287,0.358222878,0.015605704,0.863463391,0.070772692,TRUE,PRT,Stable
L010,26.24678843,0.432954481,0.343960666,0.295342199,0.456546047,TRUE,PRT,Stable
L011,25.27191104,1.397346259,0.112189473,0.930484502,0.035383754,TRUE,PRT,Responsive
L012,24.06025876,1.56070158,0.065673503,0.966130055,0.01708085,TRUE,PRT,Responsive
L013,22.94604296,0.815012518,0.102912254,0.832327695,0.087680048,TRUE,PRT,Average
L014,24.23085658,1.024605092,0.058056877,0.932917053,0.034123687,TRUE,PRT,Average
L015,24.94270462,0.904319782,0.098544363,0.864542642,0.070192148,TRUE,PRT,Average
L016,24.29604937,0.88565732,0.002531852,0.995820576,0.0020919,TRUE,PRT,Average
L017,24.86883054,0.517706034,0.065617356,0.758534086,0.129061376,TRUE,PRT,Stable
L018,24.21415014,1.061087915,0.331441705,0.723188382,0.149595166,TRUE,PRT,Average
L019,25.45913628,1.518961471,0.093205876,0.950094868,0.0252719,TRUE,PRT,Responsive
L020,24.17926594,1.741051463,0.062143169,0.974035881,0.013067438,TRUE,PRT,Responsive
L021,25.00450871,0.744315223,0.067528179,0.863193195,0.07091809,TRUE,PRT,Stable
L022,23.80147094,0.602231904,0.028727963,0.906624446,0.047831713,TRUE,PRT,Stable
L023,23.23866368,1.305155334,0.024507989,0.981636211,0.00922444,TRUE,PRT,Responsive
L024,23.21858144,1.380518601,0.0273479,0.981683628,0.009200511,TRUE,PRT,Responsive
L025,23.67317471,1.309359174,0.203022719,0.86656849,0.069103394,TRUE,PRT,Responsive
L026,24.57179582,0.654016282,0.17162281,0.657156898,0.189347856,TRUE,PRT,Stable
L027,25.45488646,1.666588956,0.059193131,0.973036764,0.013573741,TRUE,PRT,Responsive
L028,25.05520548,1.702773881,0.139771163,0.941016656,0.02993987,TRUE,PRT,Responsive
L029,24.00293763,1.347609171,0.057205019,0.960653905,0.019870465,TRUE,PRT,Responsive
L030,23.93284103,1.985295954,0.017152309,0.994373349,0.002817294,TRUE,PRT,Responsive
L031,25.36918478,0.911516627,0.471384911,0.57547605,0.241398623,TRUE,PRT,Average
L032,22.41889873,1.070557514,0.006379912,0.992813938,0.003599509,TRUE,PRT,Average
L033,23.53060574,1.875226689,0.173604638,0.939679885,0.030629129,TRUE,PRT,Responsive
L034,24.06434543,1.096773935,0.0628044,0.936428987,0.03230739,TRUE,PRT,Average
L035,24.32183875,1.087527165,0.079936368,0.919218589,0.041241121,TRUE,PRT,Average
L036,24.0100064,0.936084903,0.085957655,0.886878152,0.058257916,TRUE,PRT,Average
L037,25.11517173,1.168181017,0.007511799,0.992893516,0.003559577,TRUE,PRT,Average
L038,24.26688421,1.137264807,0.010104955,0.989943427,0.005040992,TRUE,PRT,Average
L039,26.6545248,0.447411372,0.053768613,0.741149472,0.139099615,TRUE,PRT,Stable
L040,24.95311222,1.194176312,0.057475761,0.950204144,0.025215847,TRUE,PRT,Average
L041,24.93791397,0.817218432,0.048730696,0.91334573,0.044308768,TRUE,PRT,Average
L042,23.34293239,1.497905603,0.016096658,0.990758065,0.004631694,TRUE,PRT,Responsive
L043,24.32342414,1.016985518,0.021443282,0.973749509,0.013212531,TRUE,PRT,Average
L044,25.43086502,1.214817089,0.009475183,0.991720888,0.00414816,TRUE,PRT,Responsive
L045,25.18421195,1.106023012,0.000359688,0.999617827,0.000191105,TRUE,PRT,Average
L046,25.09510201,0.938603424,0.021885279,0.968709687,0.015769495,TRUE,PRT,Average
L047,23.89543734,0.808104442,0.094815968,0.841192705,0.082834418,TRUE,PRT,Average
L048,23.29930607,0.430620034,0.148447446,0.489977773,0.300015877,TRUE,PRT,Stable
L049,24.69960407,1.378665779,0.026138115,0.982433395,0.008822218,TRUE,PRT,Responsive
L050,26.36256995,0.302128873,0.163109908,0.300896502,0.451459662,TRUE,PRT,Stable
L051,25.37307192,0.194191178,0.074875118,0.279196468,0.471609549,TRUE,PRT,Stable
L052,24.10176113,0.999032732,0.438437048,0.636462569,0.202213958,TRUE,PRT,Average
L053,23.48744561,1.159692233,0.101155054,0.910914287,0.045581702,TRUE,PRT,Average
L054,25.22904305,1.056263252,0.014180815,0.983742022,0.008162301,TRUE,PRT,Average
L055,24.09199543,1.614347536,0.037967432,0.981409298,0.009338959,TRUE,PRT,Responsive
L056,24.93271779,1.068787517,0.00499749,0.994343678,0.002832172,TRUE,PRT,Average
L057,24.19512307,1.233709339,0.00627291,0.994669712,0.002668705,TRUE,PRT,Responsive
L058,24.86802438,0.95680158,0.014902622,0.979272313,0.010418112,TRUE,PRT,Average
L059,23.37685325,1.024643595,0.057857567,0.933136639,0.034010021,TRUE,PRT,Average
L060,25.7911653,0.562536209,0.042079005,0.852588194,0.076642976,TRUE,PRT,Stable
L061,24.38538917,1.512697733,0.015585591,0.991221544,0.004398903,TRUE,PRT,Responsive
L062,25.24469444,0.416832814,0.005374966,0.961331826,0.019524694,TRUE,PRT,Stable
L063,25.16640889,0.928694149,0.04283019,0.939346108,0.030801306,TRUE,PRT,Average
L064,26.68286991,0.190763045,0.073906373,0.274671173,0.475909194,TRUE,PRT,Stable
L065,24.33382777,0.834289723,0.011040271,0.979792686,0.010155221,TRUE,PRT,Average
L066,24.33969798,0.940663128,0.011697244,0.983101731,0.008485133,TRUE,PRT,Average
L067,24.85889157,0.377200459,0.039997933,0.732317044,0.144244753,TRUE,PRT,Stable
L068,24.77129795,0.847034927,0.120967769,0.820191318,0.094355855,TRUE,PRT,Average
L069,25.53490699,0.635437013,0.083509467,0.788073265,0.112265093,TRUE,PRT,Stable
L070,24.88731952,0.643166259,0.121985706,0.722838838,0.149800707,TRUE,PRT,Stable
L071,24.86360294,1.002129465,0.001661502,0.997853413,0.00107387,TRUE,PRT,Average
L072,26.32930578,1.265497167,0.064686359,0.950101356,0.025268572,TRUE,PRT,Responsive
L073,26.09993817,0.590019054,0.953762032,0.219185357,0.531827642,TRUE,PRT,Stable
L074,25.55141486,1.079859943,0.056197201,0.941032476,0.029931716,TRUE,PRT,Average
L075,24.5137802,1.717788321,0.083384723,0.964559119,0.017880293,TRUE,PRT,Responsive
L076,24.31654038,0.950732383,0.385501809,0.643274244,0.197956208,TRUE,PRT,Average
L077,24.48561622,0.836593877,0.004769789,0.991216516,0.004401428,TRUE,PRT,Average
L078,24.81588816,1.081538045,0.277856695,0.764021972,0.125916496,TRUE,PRT,Average
L079,24.69422755,0.979922734,0.054170517,0.931661431,0.034773897,TRUE,PRT,Average
L080,24.26046595,0.86879459,0.498250885,0.538124409,0.266430365,TRUE,PRT,Average
L081,24.73371608,0.84895079,0.207772405,0.727354917,0.147148948,TRUE,PRT,Average
L082,24.92580171,1.325651252,0.050637351,0.963886726,0.01822267,TRUE,PRT,Responsive
L083,24.85375441,0.83295986,0.078710255,0.871454638,0.066482653,TRUE,PRT,Average
L084,24.11600386,1.21082013,1.806462555,0.384300335,0.380080381,TRUE,PRT,Responsive
L085,24.40789884,1.293936627,0.067985562,0.949849646,0.025397698,TRUE,PRT,Responsive
L086,23.55077851,1.219294677,0.096714916,0.92200979,0.039786591,TRUE,PRT,Responsive
L087,24.61414842,0.610211141,0.006067489,0.979252214,0.010428267,TRUE,PRT,Stable
L088,25.54441818,0.74554406,0.135735318,0.759000242,0.128793801,TRUE,PRT,Stable
L089,23.61697618,1.13036436,0.527390658,0.65074909,0.193309793,TRUE,PRT,Average
L090,24.41038043,1.892694203,0.071707775,0.97463267,0.012765139,TRUE,PRT,Responsive
L091,24.34304824,1.115415148,0.022324012,0.977201219,0.011465115,TRUE,PRT,Average
L092,24.53477983,0.855072892,0.138737112,0.802100895,0.104399143,TRUE,PRT,Average
L093,25.02892214,0.4828885,0.017863986,0.909411409,0.046369354,TRUE,PRT,Stable
L094,24.87461478,0.623605553,0.030794343,0.906649064,0.047818786,TRUE,PRT,Stable
L095,24.16371775,0.975534466,0.044320914,0.942902298,0.028968436,TRUE,PRT,Average
L096,25.44108049,1.375164123,0.163714939,0.898822983,0.051937247,TRUE,PRT,Responsive
L097,24.8066577,0.606440928,0.030252161,0.90337773,0.049538149,TRUE,PRT,Stable
L098,23.37228061,0.53576836,0.030656957,0.87806459,0.062948993,TRUE,PRT,Stable
L099,23.05025442,0.572008554,0.104712435,0.706153375,0.159670674,TRUE,PRT,Stable
L100,23.98985904,0.93869401,0.098367048,0.873244742,0.065524349,TRUE,PRT,Average
CL1,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
CL2,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
CL3,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
Extra,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L001,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L002,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L003,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L004,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L005,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L006,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L007,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L008,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L009,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L010,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L011,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L012,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L013,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L014,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L015,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L016,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L017,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L018,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L019,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L020,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L021,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L022,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L023,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L024,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L025,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L026,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L027,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L028,1.731780946,0.90530528,0.039113444,0.854517824,0.075598667,TRUE,DS,Average
L029,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L030,1.614737783,0.935408576,0.019386818,0.9267482,0.03732238,TRUE,DS,Average
L031,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L032,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L033,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L034,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L035,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L036,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L037,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L038,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L039,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L040,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L041,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L042,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L043,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L044,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L045,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L046,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L047,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L048,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L049,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L050,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L051,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L052,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L053,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L054,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L055,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L056,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L057,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L058,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L059,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L060,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L061,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L062,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L063,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L064,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L065,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L066,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L067,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L068,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L069,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L070,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L071,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L072,NA,NA,NA,NA,NA,FALSE,DS,Unreliable
L073,1.857835411,1.496277646,0.117962838,0.841776698,0.082516105,TRUE,DS,Responsive
L074,1.767524093,1.08226871,0.023801754,0.932407686,0.034387404,TRUE,DS,Average
L075,1.719907353,1.180687619,0.024945866,0.939992482,0.030467905,TRUE,DS,Average
L076,1.426881606,0.344332362,0.036896816,0.473897518,0.311597851,TRUE,DS,Stable
L077,1.461117612,1.109483777,0.020753345,0.943267271,0.028780524,TRUE,DS,Average
L078,1.839918426,1.381930556,0.024965344,0.955442347,0.022532687,TRUE,DS,Responsive
L079,1.698740908,1.031711428,0.037004852,0.889663168,0.056780424,TRUE,DS,Average
L080,1.616612684,1.004002016,0.008741416,0.969992239,0.01511816,TRUE,DS,Average
L081,1.913942641,2.51715091,0.069535232,0.962324364,0.019018673,TRUE,DS,Responsive
L082,1.868773335,0.867598688,0.120537753,0.636429665,0.202234581,TRUE,DS,Average
L083,1.586751463,1.128011053,0.014305849,0.961437882,0.019470611,TRUE,DS,Average
L084,1.536978703,0.856031516,0.003009962,0.985558356,0.007247082,TRUE,DS,Average
L085,1.756230157,1.136674345,0.02247554,0.941569056,0.029655187,TRUE,DS,Average
L086,1.130465697,-0.107516566,0.00259101,0.555680003,0.25456053,TRUE,DS,Stable
L087,1.583872368,0.719664234,0.022126171,0.867750507,0.06846873,TRUE,DS,Stable
L088,1.789350596,1.177798114,0.122736725,0.760089077,0.128169124,TRUE,DS,Average
L089,1.13093457,-0.045096035,0.000967851,0.370673546,0.391170347,TRUE,DS,Stable
L090,1.719524133,1.399823457,0.009109054,0.983686906,0.008190086,TRUE,DS,Responsive
L091,1.602897119,1.386842764,0.022737381,0.959533214,0.020442338,TRUE,DS,Responsive
L092,1.898514862,1.827857792,0.191900641,0.829943624,0.088987583,TRUE,DS,Responsive
L093,1.482646358,0.849161221,0.006529149,0.9687088,0.015769946,TRUE,DS,Average
L094,1.494830921,0.979186064,0.004084398,0.985030749,0.007512847,TRUE,DS,Average
L095,1.620906211,1.291527961,0.005222082,0.988955011,0.005537828,TRUE,DS,Responsive
L096,1.56112161,1.140695493,0.005422834,0.985350251,0.0073519,TRUE,DS,Average
L097,1.569835153,1.179894159,0.022085506,0.946436909,0.02715011,TRUE,DS,Average
L098,1.538549761,0.791704209,0.077923279,0.692760458,0.167677672,TRUE,DS,Stable
L099,1.188772811,-0.057519671,0.012391525,0.069632184,0.736120892,TRUE,DS,Stable
L100,1.138668831,-0.012437459,0.000296457,0.127603482,0.642783704,TRUE,DS,Stable
