"Row","Col","Value","Trait","ENV"
50,1,0.861281850713487,"DTE","Clavet_2024"
51,1,0.897271211685698,"DTE","Clavet_2024"
52,1,0.933935601163134,"DTE","Clavet_2024"
53,1,0.971188524102463,"DTE","Clavet_2024"
54,1,1.00894348546039,"DTE","Clavet_2024"
55,1,1.04711399019358,"DTE","Clavet_2024"
56,1,1.08561354325875,"DTE","Clavet_2024"
57,1,1.12435564961258,"DTE","Clavet_2024"
58,1,1.16325381421162,"DTE","Clavet_2024"
59,1,1.20223198023442,"DTE","Clavet_2024"
60,1,1.24125584374633,"DTE","Clavet_2024"
61,1,1.28030153903427,"DTE","Clavet_2024"
62,1,1.31934520038534,"DTE","Clavet_2024"
63,1,1.35836296208658,"DTE","Clavet_2024"
64,1,1.39733095842512,"DTE","Clavet_2024"
65,1,1.43622532368792,"DTE","Clavet_2024"
66,1,1.47502219216204,"DTE","Clavet_2024"
67,1,1.51369769813463,"DTE","Clavet_2024"
68,1,1.55222884111805,"DTE","Clavet_2024"
69,1,1.59061252081293,"DTE","Clavet_2024"
70,1,1.62886553710763,"DTE","Clavet_2024"
71,1,1.66700555511591,"DTE","Clavet_2024"
72,1,1.70505023995147,"DTE","Clavet_2024"
73,1,1.74301725672831,"DTE","Clavet_2024"
74,1,1.78092427056026,"DTE","Clavet_2024"
75,1,1.81878894656124,"DTE","Clavet_2024"
76,1,1.8566289498449,"DTE","Clavet_2024"
77,1,1.89446194552506,"DTE","Clavet_2024"
1,2,-0.438172210399279,"DTE","Clavet_2024"
2,2,-0.427006569380768,"DTE","Clavet_2024"
3,2,-0.415890236094628,"DTE","Clavet_2024"
4,2,-0.404785230133144,"DTE","Clavet_2024"
5,2,-0.393653571088601,"DTE","Clavet_2024"
6,2,-0.382457278553288,"DTE","Clavet_2024"
7,2,-0.371158372119489,"DTE","Clavet_2024"
8,2,-0.35971887137949,"DTE","Clavet_2024"
9,2,-0.348100795925577,"DTE","Clavet_2024"
10,2,-0.336266165350039,"DTE","Clavet_2024"
11,2,-0.324177978610185,"DTE","Clavet_2024"
12,2,-0.311821760058983,"DTE","Clavet_2024"
13,2,-0.299205559445048,"DTE","Clavet_2024"
14,2,-0.28633840588202,"DTE","Clavet_2024"
15,2,-0.273229328483544,"DTE","Clavet_2024"
16,2,-0.259887356363267,"DTE","Clavet_2024"
17,2,-0.246321518634826,"DTE","Clavet_2024"
18,2,-0.232540844411865,"DTE","Clavet_2024"
19,2,-0.218554362808029,"DTE","Clavet_2024"
20,2,-0.204371102936963,"DTE","Clavet_2024"
21,2,-0.190001108210624,"DTE","Clavet_2024"
22,2,-0.175458479234245,"DTE","Clavet_2024"
23,2,-0.16075833091137,"DTE","Clavet_2024"
24,2,-0.145915778145547,"DTE","Clavet_2024"
25,2,-0.130945935840333,"DTE","Clavet_2024"
26,2,-0.115863918899266,"DTE","Clavet_2024"
27,2,-0.100684842225895,"DTE","Clavet_2024"
28,2,-0.085423820723765,"DTE","Clavet_2024"
29,2,-0.0700959692964459,"DTE","Clavet_2024"
30,2,-0.054714652141903,"DTE","Clavet_2024"
31,2,-0.0392529672306384,"DTE","Clavet_2024"
32,2,-0.0236437463055164,"DTE","Clavet_2024"
33,2,-0.00781807040396349,"DTE","Clavet_2024"
34,2,0.00829297943669129,"DTE","Clavet_2024"
35,2,0.0247583221790514,"DTE","Clavet_2024"
36,2,0.0416468767857665,"DTE","Clavet_2024"
37,2,0.059027562219439,"DTE","Clavet_2024"
38,2,0.0769692974427334,"DTE","Clavet_2024"
39,2,0.0955410014182551,"DTE","Clavet_2024"
40,2,0.114800354031914,"DTE","Clavet_2024"
41,2,0.134760078862712,"DTE","Clavet_2024"
42,2,0.15542166041293,"DTE","Clavet_2024"
43,2,0.17678658318489,"DTE","Clavet_2024"
44,2,0.198856331680828,"DTE","Clavet_2024"
45,2,0.221632390403068,"DTE","Clavet_2024"
46,2,0.245116243853865,"DTE","Clavet_2024"
47,2,0.269309376535528,"DTE","Clavet_2024"
48,2,0.294213272950316,"DTE","Clavet_2024"
49,2,0.319827821924337,"DTE","Clavet_2024"
50,2,0.346116211730477,"DTE","Clavet_2024"
51,2,0.373004930088662,"DTE","Clavet_2024"
52,2,0.400418869042465,"DTE","Clavet_2024"
53,2,0.428282920635502,"DTE","Clavet_2024"
54,2,0.45652197691141,"DTE","Clavet_2024"
55,2,0.485060929913826,"DTE","Clavet_2024"
56,2,0.513824671686381,"DTE","Clavet_2024"
57,2,0.542738094272737,"DTE","Clavet_2024"
58,2,0.571726089716351,"DTE","Clavet_2024"
59,2,0.600723709021799,"DTE","Clavet_2024"
60,2,0.629706639036657,"DTE","Clavet_2024"
61,2,0.6586607255691,"DTE","Clavet_2024"
62,2,0.687571814427536,"DTE","Clavet_2024"
63,2,0.716425751420263,"DTE","Clavet_2024"
64,2,0.745208382355718,"DTE","Clavet_2024"
65,2,0.773905553042109,"DTE","Clavet_2024"
66,2,0.802503109287817,"DTE","Clavet_2024"
67,2,0.830986896901259,"DTE","Clavet_2024"
68,2,0.859343493912486,"DTE","Clavet_2024"
69,2,0.887576319458338,"DTE","Clavet_2024"
70,2,0.915705633781848,"DTE","Clavet_2024"
71,2,0.943752429347806,"DTE","Clavet_2024"
72,2,0.971737698620991,"DTE","Clavet_2024"
73,2,0.999682434066483,"DTE","Clavet_2024"
74,2,1.0276076281492,"DTE","Clavet_2024"
75,2,1.05553427333419,"DTE","Clavet_2024"
76,2,1.08348336208608,"DTE","Clavet_2024"
77,2,1.11147588686981,"DTE","Clavet_2024"
1,3,-0.526975822344331,"DTE","Clavet_2024"
2,3,-0.520980626601756,"DTE","Clavet_2024"
3,3,-0.515018772577966,"DTE","Clavet_2024"
4,3,-0.509059895863888,"DTE","Clavet_2024"
5,3,-0.503073632050445,"DTE","Clavet_2024"
6,3,-0.497029616728567,"DTE","Clavet_2024"
7,3,-0.49089748548918,"DTE","Clavet_2024"
8,3,-0.484646873923208,"DTE","Clavet_2024"
9,3,-0.478247417621579,"DTE","Clavet_2024"
10,3,-0.47166875217522,"DTE","Clavet_2024"
11,3,-0.464881320593019,"DTE","Clavet_2024"
12,3,-0.457874136497031,"DTE","Clavet_2024"
13,3,-0.45065478412248,"DTE","Clavet_2024"
14,3,-0.443231655122544,"DTE","Clavet_2024"
15,3,-0.435613141150413,"DTE","Clavet_2024"
16,3,-0.427807633859272,"DTE","Clavet_2024"
17,3,-0.4198235249023,"DTE","Clavet_2024"
18,3,-0.411669205932681,"DTE","Clavet_2024"
19,3,-0.403353068603605,"DTE","Clavet_2024"
20,3,-0.394883504568254,"DTE","Clavet_2024"
21,3,-0.38626858317097,"DTE","Clavet_2024"
22,3,-0.377515084520736,"DTE","Clavet_2024"
23,3,-0.368629466417691,"DTE","Clavet_2024"
24,3,-0.359618186661976,"DTE","Clavet_2024"
25,3,-0.350487703053739,"DTE","Clavet_2024"
26,3,-0.341244473393112,"DTE","Clavet_2024"
27,3,-0.331894955480237,"DTE","Clavet_2024"
28,3,-0.322445607115254,"DTE","Clavet_2024"
29,3,-0.312902886098325,"DTE","Clavet_2024"
30,3,-0.303271979380572,"DTE","Clavet_2024"
31,3,-0.293528844386665,"DTE","Clavet_2024"
32,3,-0.283620209014637,"DTE","Clavet_2024"
33,3,-0.273491530313654,"DTE","Clavet_2024"
34,3,-0.263088265332781,"DTE","Clavet_2024"
35,3,-0.252355871121153,"DTE","Clavet_2024"
36,3,-0.241239804727855,"DTE","Clavet_2024"
37,3,-0.229685523202023,"DTE","Clavet_2024"
38,3,-0.217638483592728,"DTE","Clavet_2024"
39,3,-0.205044142949105,"DTE","Clavet_2024"
40,3,-0.191858463913624,"DTE","Clavet_2024"
41,3,-0.178079431502255,"DTE","Clavet_2024"
42,3,-0.163715536324333,"DTE","Clavet_2024"
43,3,-0.148775268989152,"DTE","Clavet_2024"
44,3,-0.133267120106093,"DTE","Clavet_2024"
45,3,-0.117199580284445,"DTE","Clavet_2024"
46,3,-0.100581140133575,"DTE","Clavet_2024"
47,3,-0.0834202902627828,"DTE","Clavet_2024"
48,3,-0.0657255212814311,"DTE","Clavet_2024"
49,3,-0.0475064059520862,"DTE","Clavet_2024"
50,3,-0.0287974065629501,"DTE","Clavet_2024"
51,3,-0.00965787492757164,"DTE","Clavet_2024"
52,3,0.00985175498706929,"DTE","Clavet_2024"
53,3,0.0296710492140452,"DTE","Clavet_2024"
54,3,0.0497395737864373,"DTE","Clavet_2024"
55,3,0.0699968947373484,"DTE","Clavet_2024"
56,3,0.0903825780998556,"DTE","Clavet_2024"
57,3,0.110836189907083,"DTE","Clavet_2024"
58,3,0.131297296191927,"DTE","Clavet_2024"
59,3,0.151714550436958,"DTE","Clavet_2024"
60,3,0.172072955921842,"DTE","Clavet_2024"
61,3,0.192366603375368,"DTE","Clavet_2024"
62,3,0.212589583526569,"DTE","Clavet_2024"
63,3,0.232735987104366,"DTE","Clavet_2024"
64,3,0.252799904837817,"DTE","Clavet_2024"
65,3,0.272775427455744,"DTE","Clavet_2024"
66,3,0.292656645687164,"DTE","Clavet_2024"
67,3,0.312437650261103,"DTE","Clavet_2024"
68,3,0.332113124685476,"DTE","Clavet_2024"
69,3,0.351691386391734,"DTE","Clavet_2024"
70,3,0.371194386734288,"DTE","Clavet_2024"
71,3,0.390644669846497,"DTE","Clavet_2024"
72,3,0.410064779861748,"DTE","Clavet_2024"
73,3,0.42947726091371,"DTE","Clavet_2024"
74,3,0.448904657135911,"DTE","Clavet_2024"
75,3,0.468369512662008,"DTE","Clavet_2024"
76,3,0.487894371625184,"DTE","Clavet_2024"
77,3,0.507501778159019,"DTE","Clavet_2024"
1,4,-0.473940927049155,"DTE","Clavet_2024"
2,4,-0.471263966539679,"DTE","Clavet_2024"
3,4,-0.468603875932347,"DTE","Clavet_2024"
4,4,-0.46593863370969,"DTE","Clavet_2024"
5,4,-0.463246218354233,"DTE","Clavet_2024"
6,4,-0.460504608348508,"DTE","Clavet_2024"
7,4,-0.457691782175043,"DTE","Clavet_2024"
8,4,-0.454785718316367,"DTE","Clavet_2024"
9,4,-0.451764395255008,"DTE","Clavet_2024"
10,4,-0.448605791473497,"DTE","Clavet_2024"
11,4,-0.445288480156023,"DTE","Clavet_2024"
12,4,-0.441804712625035,"DTE","Clavet_2024"
13,4,-0.438160418341234,"DTE","Clavet_2024"
14,4,-0.434362121466981,"DTE","Clavet_2024"
15,4,-0.430416346164646,"DTE","Clavet_2024"
16,4,-0.426329616596593,"DTE","Clavet_2024"
17,4,-0.422108456925184,"DTE","Clavet_2024"
18,4,-0.417759391312781,"DTE","Clavet_2024"
19,4,-0.413288943921754,"DTE","Clavet_2024"
20,4,-0.408703638914467,"DTE","Clavet_2024"
21,4,-0.404008930353293,"DTE","Clavet_2024"
22,4,-0.39920599190066,"DTE","Clavet_2024"
23,4,-0.394294927118997,"DTE","Clavet_2024"
24,4,-0.389275839570741,"DTE","Clavet_2024"
25,4,-0.384148832818334,"DTE","Clavet_2024"
26,4,-0.378914010424202,"DTE","Clavet_2024"
27,4,-0.373571475950782,"DTE","Clavet_2024"
28,4,-0.368121332960507,"DTE","Clavet_2024"
29,4,-0.36256368501583,"DTE","Clavet_2024"
30,4,-0.356897735296702,"DTE","Clavet_2024"
31,4,-0.35110197818669,"DTE","Clavet_2024"
32,4,-0.345134199272835,"DTE","Clavet_2024"
33,4,-0.338951283759818,"DTE","Clavet_2024"
34,4,-0.332510116852232,"DTE","Clavet_2024"
35,4,-0.325767583754734,"DTE","Clavet_2024"
36,4,-0.318680569671932,"DTE","Clavet_2024"
37,4,-0.311205959808484,"DTE","Clavet_2024"
38,4,-0.303300639368989,"DTE","Clavet_2024"
39,4,-0.2949214935581,"DTE","Clavet_2024"
40,4,-0.286035143620538,"DTE","Clavet_2024"
41,4,-0.276647154961411,"DTE","Clavet_2024"
42,4,-0.266772829025923,"DTE","Clavet_2024"
43,4,-0.256427467259237,"DTE","Clavet_2024"
44,4,-0.245626371106592,"DTE","Clavet_2024"
45,4,-0.234384842013153,"DTE","Clavet_2024"
46,4,-0.222718181424147,"DTE","Clavet_2024"
47,4,-0.210641690784743,"DTE","Clavet_2024"
48,4,-0.198170671540166,"DTE","Clavet_2024"
49,4,-0.185321114819499,"DTE","Clavet_2024"
50,4,-0.172124874482221,"DTE","Clavet_2024"
51,4,-0.158629667117961,"DTE","Clavet_2024"
52,4,-0.1448838990004,"DTE","Clavet_2024"
53,4,-0.130935976403176,"DTE","Clavet_2024"
54,4,-0.11683430559992,"DTE","Clavet_2024"
55,4,-0.102627292864241,"DTE","Clavet_2024"
56,4,-0.0883633444697731,"DTE","Clavet_2024"
57,4,-0.0740908666901068,"DTE","Clavet_2024"
58,4,-0.0598582657990303,"DTE","Clavet_2024"
59,4,-0.0457061334682457,"DTE","Clavet_2024"
60,4,-0.031643802962477,"DTE","Clavet_2024"
61,4,-0.0176727929448299,"DTE","Clavet_2024"
62,4,-0.00379462207820215,"DTE","Clavet_2024"
63,4,0.00998919097441159,"DTE","Clavet_2024"
64,4,0.0236771275501318,"DTE","Clavet_2024"
65,4,0.0372676689858802,"DTE","Clavet_2024"
66,4,0.0507592966187486,"DTE","Clavet_2024"
67,4,0.0641504917858249,"DTE","Clavet_2024"
68,4,0.0774402286530339,"DTE","Clavet_2024"
69,4,0.0906388164570065,"DTE","Clavet_2024"
70,4,0.103767899504607,"DTE","Clavet_2024"
71,4,0.116849614931562,"DTE","Clavet_2024"
72,4,0.129906099873636,"DTE","Clavet_2024"
73,4,0.142959491466816,"DTE","Clavet_2024"
74,4,0.156031926846985,"DTE","Clavet_2024"
75,4,0.169145543150134,"DTE","Clavet_2024"
76,4,0.182322477511834,"DTE","Clavet_2024"
77,4,0.195584867068019,"DTE","Clavet_2024"
1,5,-0.374956360685178,"DTE","Clavet_2024"
2,5,-0.374028420060987,"DTE","Clavet_2024"
3,5,-0.373108237353851,"DTE","Clavet_2024"
4,5,-0.37218096720879,"DTE","Clavet_2024"
5,5,-0.371231764270823,"DTE","Clavet_2024"
6,5,-0.370245783184972,"DTE","Clavet_2024"
7,5,-0.369208178596254,"DTE","Clavet_2024"
8,5,-0.368104105149689,"DTE","Clavet_2024"
9,5,-0.366918717490298,"DTE","Clavet_2024"
10,5,-0.365637170263101,"DTE","Clavet_2024"
11,5,-0.364245020208439,"DTE","Clavet_2024"
12,5,-0.362737072259119,"DTE","Clavet_2024"
13,5,-0.361117379540405,"DTE","Clavet_2024"
14,5,-0.359390397272884,"DTE","Clavet_2024"
15,5,-0.357560580677145,"DTE","Clavet_2024"
16,5,-0.355632384973779,"DTE","Clavet_2024"
17,5,-0.35361026538337,"DTE","Clavet_2024"
18,5,-0.351498677126507,"DTE","Clavet_2024"
19,5,-0.349302075423783,"DTE","Clavet_2024"
20,5,-0.347024915495784,"DTE","Clavet_2024"
21,5,-0.344670389778804,"DTE","Clavet_2024"
22,5,-0.342236639571967,"DTE","Clavet_2024"
23,5,-0.339720543390102,"DTE","Clavet_2024"
24,5,-0.337118979748033,"DTE","Clavet_2024"
25,5,-0.334428827160598,"DTE","Clavet_2024"
26,5,-0.331646964142617,"DTE","Clavet_2024"
27,5,-0.328770269208922,"DTE","Clavet_2024"
28,5,-0.325795620874339,"DTE","Clavet_2024"
29,5,-0.322719897653712,"DTE","Clavet_2024"
30,5,-0.319539288756757,"DTE","Clavet_2024"
31,5,-0.316234129376216,"DTE","Clavet_2024"
32,5,-0.312768900687745,"DTE","Clavet_2024"
33,5,-0.309107394561981,"DTE","Clavet_2024"
34,5,-0.305213402869496,"DTE","Clavet_2024"
35,5,-0.301050717480912,"DTE","Clavet_2024"
36,5,-0.296583130266812,"DTE","Clavet_2024"
37,5,-0.291774433097817,"DTE","Clavet_2024"
38,5,-0.286588417844502,"DTE","Clavet_2024"
39,5,-0.280988876377487,"DTE","Clavet_2024"
40,5,-0.274948641994403,"DTE","Clavet_2024"
41,5,-0.268476713701029,"DTE","Clavet_2024"
42,5,-0.261591131930181,"DTE","Clavet_2024"
43,5,-0.254309937114643,"DTE","Clavet_2024"
44,5,-0.246651169687258,"DTE","Clavet_2024"
45,5,-0.23863287008081,"DTE","Clavet_2024"
46,5,-0.230273078728133,"DTE","Clavet_2024"
47,5,-0.221589836062015,"DTE","Clavet_2024"
48,5,-0.212601182515288,"DTE","Clavet_2024"
49,5,-0.203325629171341,"DTE","Clavet_2024"
50,5,-0.193792512077667,"DTE","Clavet_2024"
51,5,-0.184041992245672,"DTE","Clavet_2024"
52,5,-0.174114701337468,"DTE","Clavet_2024"
53,5,-0.164051271015135,"DTE","Clavet_2024"
54,5,-0.15389233294075,"DTE","Clavet_2024"
55,5,-0.143678518776368,"DTE","Clavet_2024"
56,5,-0.133450460184068,"DTE","Clavet_2024"
57,5,-0.123248788825891,"DTE","Clavet_2024"
58,5,-0.113114136364034,"DTE","Clavet_2024"
59,5,-0.10308051043372,"DTE","Clavet_2024"
60,5,-0.0931554225633411,"DTE","Clavet_2024"
61,5,-0.0833397602546737,"DTE","Clavet_2024"
62,5,-0.073634411009335,"DTE","Clavet_2024"
63,5,-0.064040262329018,"DTE","Clavet_2024"
64,5,-0.0545582017153273,"DTE","Clavet_2024"
65,5,-0.0451891166700198,"DTE","Clavet_2024"
66,5,-0.0359338946947194,"DTE","Clavet_2024"
67,5,-0.0267934232910582,"DTE","Clavet_2024"
68,5,-0.0177681387684608,"DTE","Clavet_2024"
69,5,-0.00884810000996705,"DTE","Clavet_2024"
70,5,-1.29884725873906e-05,"DTE","Clavet_2024"
71,5,0.00875796557888186,"DTE","Clavet_2024"
72,5,0.0174855318796835,"DTE","Clavet_2024"
73,5,0.0261904801652206,"DTE","Clavet_2024"
74,5,0.0348935801708244,"DTE","Clavet_2024"
75,5,0.0436156016319084,"DTE","Clavet_2024"
76,5,0.0523773142835556,"DTE","Clavet_2024"
77,5,0.0611994878611387,"DTE","Clavet_2024"
1,6,-0.317640774501259,"DTE","Clavet_2024"
2,6,-0.317378036268549,"DTE","Clavet_2024"
3,6,-0.317126555555145,"DTE","Clavet_2024"
4,6,-0.316876365623348,"DTE","Clavet_2024"
5,6,-0.316617499735457,"DTE","Clavet_2024"
6,6,-0.316339991153773,"DTE","Clavet_2024"
7,6,-0.316033873140594,"DTE","Clavet_2024"
8,6,-0.315689178958221,"DTE","Clavet_2024"
9,6,-0.315295941868953,"DTE","Clavet_2024"
10,6,-0.31484419513509,"DTE","Clavet_2024"
11,6,-0.314324242162789,"DTE","Clavet_2024"
12,6,-0.313732599666898,"DTE","Clavet_2024"
13,6,-0.313071997670968,"DTE","Clavet_2024"
14,6,-0.312345436342398,"DTE","Clavet_2024"
15,6,-0.311555915848594,"DTE","Clavet_2024"
16,6,-0.310706436356958,"DTE","Clavet_2024"
17,6,-0.30979999803489,"DTE","Clavet_2024"
18,6,-0.308839601049795,"DTE","Clavet_2024"
19,6,-0.307828245569076,"DTE","Clavet_2024"
20,6,-0.306768931760137,"DTE","Clavet_2024"
21,6,-0.305663551996078,"DTE","Clavet_2024"
22,6,-0.304509567472794,"DTE","Clavet_2024"
23,6,-0.303303331591877,"DTE","Clavet_2024"
24,6,-0.302041197754918,"DTE","Clavet_2024"
25,6,-0.300719519363518,"DTE","Clavet_2024"
26,6,-0.299334649819261,"DTE","Clavet_2024"
27,6,-0.297882942523744,"DTE","Clavet_2024"
28,6,-0.296360750878557,"DTE","Clavet_2024"
29,6,-0.294764428285306,"DTE","Clavet_2024"
30,6,-0.29308969653906,"DTE","Clavet_2024"
31,6,-0.291317750485359,"DTE","Clavet_2024"
32,6,-0.289415258020121,"DTE","Clavet_2024"
33,6,-0.287348255432818,"DTE","Clavet_2024"
34,6,-0.28508277901287,"DTE","Clavet_2024"
35,6,-0.282584865049735,"DTE","Clavet_2024"
36,6,-0.27982054983284,"DTE","Clavet_2024"
37,6,-0.276755869651646,"DTE","Clavet_2024"
38,6,-0.273356860795572,"DTE","Clavet_2024"
39,6,-0.269589559554077,"DTE","Clavet_2024"
40,6,-0.265428524641461,"DTE","Clavet_2024"
41,6,-0.26088240447149,"DTE","Clavet_2024"
42,6,-0.25596836988279,"DTE","Clavet_2024"
43,6,-0.250703591713965,"DTE","Clavet_2024"
44,6,-0.245105240803663,"DTE","Clavet_2024"
45,6,-0.239190487990487,"DTE","Clavet_2024"
46,6,-0.232976504113082,"DTE","Clavet_2024"
47,6,-0.226480460010051,"DTE","Clavet_2024"
48,6,-0.219719526520037,"DTE","Clavet_2024"
49,6,-0.212711286636311,"DTE","Clavet_2024"
50,6,-0.205482802909716,"DTE","Clavet_2024"
51,6,-0.198070617448505,"DTE","Clavet_2024"
52,6,-0.190511684515687,"DTE","Clavet_2024"
53,6,-0.182842958374242,"DTE","Clavet_2024"
54,6,-0.175101393287149,"DTE","Clavet_2024"
55,6,-0.167323943517369,"DTE","Clavet_2024"
56,6,-0.159547563327883,"DTE","Clavet_2024"
57,6,-0.151809206981639,"DTE","Clavet_2024"
58,6,-0.144145828741716,"DTE","Clavet_2024"
59,6,-0.136588730074199,"DTE","Clavet_2024"
60,6,-0.129146601258084,"DTE","Clavet_2024"
61,6,-0.121822479775674,"DTE","Clavet_2024"
62,6,-0.114619403109137,"DTE","Clavet_2024"
63,6,-0.107540408740707,"DTE","Clavet_2024"
64,6,-0.10058853415254,"DTE","Clavet_2024"
65,6,-0.0937668168269237,"DTE","Clavet_2024"
66,6,-0.087078294246031,"DTE","Clavet_2024"
67,6,-0.080526003892044,"DTE","Clavet_2024"
68,6,-0.0741125180844701,"DTE","Clavet_2024"
69,6,-0.0678297103966272,"DTE","Clavet_2024"
70,6,-0.0616587556559396,"DTE","Clavet_2024"
71,6,-0.0555803635271533,"DTE","Clavet_2024"
72,6,-0.0495752436749798,"DTE","Clavet_2024"
73,6,-0.0436241057639991,"DTE","Clavet_2024"
74,6,-0.0377076594588498,"DTE","Clavet_2024"
75,6,-0.0318066144241009,"DTE","Clavet_2024"
76,6,-0.0259016803246002,"DTE","Clavet_2024"
77,6,-0.0199735668249505,"DTE","Clavet_2024"
1,7,-0.278532019039957,"DTE","Clavet_2024"
2,7,-0.278426674128068,"DTE","Clavet_2024"
3,7,-0.278349490530869,"DTE","Clavet_2024"
4,7,-0.278293371062815,"DTE","Clavet_2024"
5,7,-0.278251218538357,"DTE","Clavet_2024"
6,7,-0.278215935771953,"DTE","Clavet_2024"
7,7,-0.278180425578056,"DTE","Clavet_2024"
8,7,-0.278137590771121,"DTE","Clavet_2024"
9,7,-0.278080334165602,"DTE","Clavet_2024"
10,7,-0.278001558575955,"DTE","Clavet_2024"
11,7,-0.277894352847995,"DTE","Clavet_2024"
12,7,-0.277756084548878,"DTE","Clavet_2024"
13,7,-0.277588399967096,"DTE","Clavet_2024"
14,7,-0.277393131422501,"DTE","Clavet_2024"
15,7,-0.27717211123495,"DTE","Clavet_2024"
16,7,-0.276927171724299,"DTE","Clavet_2024"
17,7,-0.276660145210398,"DTE","Clavet_2024"
18,7,-0.276372864013103,"DTE","Clavet_2024"
19,7,-0.276067160452269,"DTE","Clavet_2024"
20,7,-0.275744866847752,"DTE","Clavet_2024"
21,7,-0.275407068377362,"DTE","Clavet_2024"
22,7,-0.275051861650742,"DTE","Clavet_2024"
23,7,-0.274676596135487,"DTE","Clavet_2024"
24,7,-0.274278621299198,"DTE","Clavet_2024"
25,7,-0.273855286609478,"DTE","Clavet_2024"
26,7,-0.273403941533921,"DTE","Clavet_2024"
27,7,-0.272921935540125,"DTE","Clavet_2024"
28,7,-0.27240661809569,"DTE","Clavet_2024"
29,7,-0.271855338668225,"DTE","Clavet_2024"
30,7,-0.271264786186577,"DTE","Clavet_2024"
31,7,-0.270616457188793,"DTE","Clavet_2024"
32,7,-0.269876655822029,"DTE","Clavet_2024"
33,7,-0.269011025694765,"DTE","Clavet_2024"
34,7,-0.26798521041543,"DTE","Clavet_2024"
35,7,-0.266764853592489,"DTE","Clavet_2024"
36,7,-0.265315598834379,"DTE","Clavet_2024"
37,7,-0.263603089749566,"DTE","Clavet_2024"
38,7,-0.261592969946483,"DTE","Clavet_2024"
39,7,-0.259250883033592,"DTE","Clavet_2024"
40,7,-0.256550592585278,"DTE","Clavet_2024"
41,7,-0.253498342039673,"DTE","Clavet_2024"
42,7,-0.250108494800846,"DTE","Clavet_2024"
43,7,-0.246395414272843,"DTE","Clavet_2024"
44,7,-0.242373463859752,"DTE","Clavet_2024"
45,7,-0.23805700696562,"DTE","Clavet_2024"
46,7,-0.23346040699453,"DTE","Clavet_2024"
47,7,-0.22859802735053,"DTE","Clavet_2024"
48,7,-0.223484231437702,"DTE","Clavet_2024"
49,7,-0.218133809555943,"DTE","Clavet_2024"
50,7,-0.212571370609906,"DTE","Clavet_2024"
51,7,-0.206831342108851,"DTE","Clavet_2024"
52,7,-0.200948578457967,"DTE","Clavet_2024"
53,7,-0.19495793406242,"DTE","Clavet_2024"
54,7,-0.188894263327374,"DTE","Clavet_2024"
55,7,-0.182792420657973,"DTE","Clavet_2024"
56,7,-0.176687260459385,"DTE","Clavet_2024"
57,7,-0.170613637136746,"DTE","Clavet_2024"
58,7,-0.164606405095305,"DTE","Clavet_2024"
